Region Name,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,Median_Columns
"Dickens County, TX",32669.0,32925.0,32829.0,35491.0,35924.0,39169.0,38239.0,38702.0,39627.0,41973.0,42034.0,
"Dimmit County, TX",29685.0,30503.0,33342.0,35801.0,36856.0,40040.0,38275.0,35696.0,37177.0,40315.0,42788.0,
"Donley County, TX",34967.0,34606.0,35081.0,34861.0,37263.0,36862.0,38777.0,41867.0,40945.0,41093.0,57526.0,
"Duval County, TX",30365.0,31294.0,33223.0,35118.0,35069.0,36986.0,34777.0,33495.0,35156.0,37100.0,40601.0,
"Eastland County, TX",32913.0,36761.0,37916.0,39959.0,36591.0,41944.0,37789.0,39620.0,44773.0,46991.0,50317.0,
"Ector County, TX",42339.0,47930.0,49784.0,53752.0,55555.0,62519.0,53474.0,54422.0,60431.0,65564.0,62669.0,
"Edwards County, TX",32643.0,33102.0,34388.0,35339.0,35554.0,37567.0,36539.0,35164.0,37812.0,40424.0,45330.0,
"Ellis County, TX",57929.0,60931.0,58016.0,59257.0,61157.0,66811.0,69448.0,71512.0,76792.0,78341.0,79849.0,
"El Paso County, TX",36064.0,39116.0,40092.0,39748.0,40081.0,43101.0,42048.0,44120.0,43948.0,48629.0,48522.0,
"Erath County, TX",38068.0,38860.0,38636.0,40346.0,41914.0,45663.0,43787.0,48230.0,47087.0,53044.0,61453.0,
"Falls County, TX",30576.0,33125.0,34388.0,34376.0,35491.0,37912.0,38559.0,35988.0,37428.0,41484.0,44590.0,
"Fannin County, TX",40891.0,39985.0,43183.0,42392.0,43211.0,43733.0,46347.0,50598.0,53111.0,56123.0,59746.0,
"Fayette County, TX",45123.0,44862.0,46907.0,50938.0,49830.0,53173.0,53776.0,56320.0,55776.0,62195.0,63713.0,
"Fisher County, TX",35794.0,38717.0,38963.0,40691.0,44519.0,43082.0,46247.0,47292.0,45261.0,51053.0,52828.0,
"Floyd County, TX",33345.0,35399.0,34503.0,36534.0,36898.0,36859.0,40536.0,41390.0,39891.0,45022.0,44256.0,
"Foard County, TX",31479.0,30488.0,32041.0,33484.0,33442.0,36466.0,36056.0,35007.0,37648.0,38615.0,40955.0,
"Fort Bend County, TX",76758.0,82147.0,86037.0,87901.0,88516.0,95117.0,90972.0,91661.0,92310.0,101361.0,97210.0,
"Franklin County, TX",40579.0,40936.0,40892.0,41497.0,42099.0,43569.0,44202.0,44358.0,48222.0,50630.0,58927.0,
"Freestone County, TX",42266.0,44564.0,45402.0,44408.0,46526.0,48057.0,45681.0,47616.0,49317.0,52511.0,54502.0,
"Frio County, TX",30820.0,31996.0,32276.0,35405.0,34206.0,38809.0,39193.0,37853.0,41038.0,40360.0,47007.0,
"Gaines County, TX",39111.0,43703.0,46659.0,49661.0,50709.0,53297.0,51910.0,52138.0,56321.0,67171.0,63528.0,
"Galveston County, TX",57124.0,58106.0,59588.0,60210.0,58333.0,66173.0,64155.0,69674.0,71959.0,73214.0,78465.0,
"Garza County, TX",38400.0,39004.0,39988.0,47134.0,49947.0,54606.0,44210.0,46587.0,46490.0,48975.0,50934.0,
"Gillespie County, TX",47216.0,51981.0,51132.0,50443.0,52814.0,54180.0,58787.0,58412.0,61433.0,62143.0,64365.0,
"Glasscock County, TX",54354.0,59309.0,55394.0,65789.0,73335.0,74854.0,71360.0,78088.0,83330.0,93759.0,85001.0,
"Goliad County, TX",42646.0,43737.0,46400.0,48458.0,49369.0,52612.0,55264.0,52403.0,55008.0,56758.0,54970.0,
"Gonzales County, TX",34166.0,36408.0,36006.0,37051.0,42291.0,43519.0,45491.0,45052.0,49829.0,48425.0,55363.0,
"Gray County, TX",42701.0,41488.0,43131.0,48623.0,49012.0,49415.0,47828.0,46599.0,49121.0,52543.0,54141.0,
"Grayson County, TX",44356.0,44080.0,46127.0,44596.0,49261.0,48164.0,51808.0,54431.0,51403.0,57439.0,59554.0,
"Gregg County, TX",41623.0,43356.0,43321.0,46501.0,50020.0,48561.0,45594.0,47208.0,50610.0,53137.0,51394.0,
"Grimes County, TX",39959.0,41981.0,42674.0,44486.0,44795.0,44226.0,50891.0,48023.0,49498.0,51651.0,57795.0,
"Guadalupe County, TX",58799.0,57576.0,62141.0,59288.0,61825.0,64252.0,67683.0,66886.0,73864.0,78801.0,78909.0,
"Hale County, TX",35640.0,36142.0,40118.0,39209.0,40213.0,41999.0,40152.0,43570.0,42782.0,49187.0,46589.0,
"Hall County, TX",29302.0,30376.0,28656.0,30380.0,33324.0,32158.0,30971.0,32980.0,32597.0,35940.0,36654.0,
"Hamilton County, TX",38179.0,37936.0,37386.0,39448.0,41207.0,46181.0,45718.0,44230.0,49210.0,52505.0,52840.0,
"Hansford County, TX",43338.0,50505.0,51038.0,52207.0,50698.0,55215.0,57832.0,55761.0,57240.0,58703.0,61059.0,
"Hardeman County, TX",33640.0,34294.0,34601.0,36726.0,36992.0,38154.0,35521.0,39022.0,42469.0,40057.0,63479.0,
"Hardin County, TX",49556.0,52514.0,52318.0,52037.0,53872.0,56201.0,60692.0,58829.0,60909.0,62616.0,69151.0,
"Harris County, TX",50437.0,50924.0,51298.0,52533.0,54230.0,56670.0,56415.0,58664.0,60241.0,61638.0,61906.0,
"Harrison County, TX",44506.0,44427.0,44958.0,43777.0,48461.0,46593.0,47181.0,50584.0,50131.0,55171.0,55198.0,
"Hartley County, TX",57589.0,60548.0,61498.0,64558.0,64182.0,66231.0,70121.0,69000.0,72451.0,72796.0,74686.0,
"Haskell County, TX",30845.0,32493.0,31505.0,34473.0,35607.0,36085.0,34653.0,35075.0,40880.0,38613.0,44847.0,
"Hays County, TX",57051.0,56557.0,55819.0,59260.0,59569.0,61121.0,64864.0,66525.0,68180.0,72890.0,77511.0,
"Hemphill County, TX",55391.0,58502.0,60499.0,69124.0,66505.0,71177.0,74856.0,64338.0,66849.0,71299.0,65718.0,
"Henderson County, TX",37137.0,38191.0,38017.0,39069.0,40921.0,44944.0,43425.0,44500.0,43337.0,49896.0,52660.0,
"Hidalgo County, TX",33070.0,31021.0,33393.0,34607.0,34368.0,35441.0,35928.0,36978.0,38785.0,41656.0,46653.0,
"Hill County, TX",38583.0,39184.0,37610.0,40253.0,41521.0,44965.0,47338.0,47162.0,48670.0,53210.0,56565.0,
"Hockley County, TX",40334.0,42710.0,46010.0,50047.0,50124.0,48768.0,46856.0,48449.0,46764.0,51149.0,55469.0,
"Hood County, TX",52633.0,48622.0,56591.0,59053.0,55472.0,61371.0,57346.0,64687.0,60917.0,74534.0,85449.0,
"Hopkins County, TX",40446.0,40441.0,40228.0,41863.0,44076.0,43284.0,46582.0,44925.0,52079.0,50332.0,53634.0,
"Houston County, TX",33198.0,31892.0,33650.0,34777.0,33698.0,37536.0,34587.0,37723.0,39533.0,43601.0,45989.0,
"Howard County, TX",39022.0,41125.0,42256.0,46636.0,47299.0,47148.0,51863.0,46899.0,50423.0,61112.0,58445.0,
"Hudspeth County, TX",26993.0,28624.0,30043.0,31354.0,32086.0,33048.0,35252.0,39683.0,42671.0,39309.0,40666.0,
"Hunt County, TX",41841.0,47394.0,42821.0,44361.0,43385.0,46632.0,51827.0,53421.0,53360.0,57513.0,53760.0,
"Hutchinson County, TX",46035.0,49038.0,50752.0,50060.0,51508.0,53085.0,53936.0,53465.0,54351.0,57936.0,62536.0,
"Irion County, TX",52857.0,54628.0,57551.0,58826.0,63054.0,64777.0,67249.0,63827.0,56775.0,68630.0,73776.0,
"Jack County, TX",41510.0,45069.0,44064.0,50168.0,52030.0,51711.0,46975.0,47824.0,48780.0,55358.0,56028.0,
"Jackson County, TX",42097.0,43740.0,45363.0,48338.0,52185.0,53667.0,53143.0,49350.0,54088.0,55800.0,56101.0,
"Jasper County, TX",37495.0,38260.0,39219.0,39414.0,41017.0,46541.0,44909.0,43368.0,47551.0,47252.0,51153.0,
"Jeff Davis County, TX",46122.0,48161.0,43065.0,44234.0,46364.0,47654.0,46688.0,38537.0,51343.0,53362.0,55718.0,
"Jefferson County, TX",39756.0,41363.0,41207.0,42099.0,41147.0,47620.0,46198.0,47852.0,48121.0,55173.0,48808.0,
"Jim Hogg County, TX",34077.0,32179.0,34546.0,35854.0,36929.0,36048.0,33784.0,32319.0,36176.0,38788.0,41620.0,
"Jim Wells County, TX",36404.0,39120.0,43696.0,41249.0,46200.0,43028.0,40056.0,40681.0,41919.0,44444.0,48773.0,
"Johnson County, TX",52360.0,54412.0,56659.0,55960.0,55926.0,58685.0,59809.0,61813.0,62635.0,66538.0,67382.0,
"Jones County, TX",35193.0,35709.0,38066.0,40621.0,41079.0,41871.0,40931.0,44132.0,43903.0,51094.0,47019.0,
"Karnes County, TX",34970.0,35904.0,37292.0,43413.0,43986.0,47129.0,47608.0,48708.0,48743.0,54843.0,56006.0,
"Kaufman County, TX",56899.0,59986.0,55044.0,61004.0,57585.0,60438.0,62363.0,65942.0,67434.0,75009.0,76352.0,
"Kendall County, TX",68301.0,71388.0,68975.0,75860.0,77764.0,79108.0,83805.0,89637.0,90937.0,94899.0,103216.0,
"Kenedy County, TX",33502.0,34851.0,36236.0,38088.0,38451.0,40082.0,38718.0,38031.0,42153.0,46132.0,45980.0,
"Kent County, TX",37318.0,42829.0,38627.0,41038.0,43026.0,45338.0,45123.0,45330.0,47625.0,52591.0,53472.0,
"Kerr County, TX",42064.0,45621.0,40919.0,42456.0,44113.0,47389.0,50461.0,49748.0,53704.0,57789.0,57425.0,
"Kimble County, TX",36126.0,35867.0,38378.0,38019.0,38750.0,37448.0,40118.0,41081.0,42503.0,44757.0,47894.0,
"King County, TX",48003.0,51237.0,53263.0,56680.0,64203.0,69588.0,59142.0,56346.0,57925.0,71256.0,78210.0,
"Kinney County, TX",35725.0,37917.0,38870.0,41271.0,39335.0,40840.0,40612.0,42650.0,43192.0,47076.0,62557.0,
"Kleberg County, TX",37418.0,36198.0,39237.0,39261.0,40884.0,40066.0,44106.0,41257.0,42605.0,47169.0,51574.0,
"Knox County, TX",31054.0,33395.0,33182.0,34419.0,36929.0,43238.0,37586.0,37749.0,39726.0,40808.0,46053.0,
"Lamar County, TX",38852.0,38685.0,37943.0,37593.0,41009.0,39433.0,41887.0,47212.0,45767.0,47061.0,44688.0,
"Lamb County, TX",34251.0,34524.0,34505.0,36717.0,37111.0,41807.0,37846.0,41099.0,42700.0,42719.0,48123.0,
"Lampasas County, TX",47772.0,47135.0,48442.0,48746.0,50699.0,50985.0,52637.0,55759.0,55151.0,58817.0,69051.0,
"La Salle County, TX",28834.0,29938.0,32001.0,35491.0,38012.0,42500.0,39926.0,41518.0,40072.0,41683.0,45647.0,
"Lavaca County, TX",39468.0,44186.0,41606.0,43827.0,47041.0,49752.0,48975.0,51191.0,51128.0,52632.0,57999.0,
"Lee County, TX",45661.0,44411.0,49906.0,52088.0,52895.0,54747.0,51768.0,54164.0,55834.0,59250.0,61444.0,
"Leon County, TX",40847.0,43545.0,42201.0,43617.0,45159.0,47740.0,44891.0,43189.0,47065.0,50522.0,52878.0,
"Liberty County, TX",46770.0,45712.0,48441.0,46176.0,47123.0,53552.0,48592.0,50420.0,52577.0,53274.0,61230.0,
"Limestone County, TX",37438.0,36887.0,36496.0,36537.0,37256.0,40655.0,39382.0,41434.0,43226.0,43644.0,53143.0,
"Lipscomb County, TX",46347.0,52256.0,51003.0,56484.0,60810.0,60955.0,54180.0,54091.0,57332.0,65388.0,67775.0,
"Live Oak County, TX",39091.0,41601.0,44573.0,49726.0,51481.0,53184.0,51953.0,50430.0,48814.0,54163.0,54031.0,
"Llano County, TX",40102.0,42282.0,44316.0,45669.0,45096.0,46366.0,48135.0,51078.0,54019.0,55617.0,60706.0,
"Loving County, TX",50188.0,46204.0,41252.0,44407.0,55819.0,59499.0,64179.0,65203.0,78637.0,88487.0,97491.0,
"Lubbock County, TX",41757.0,42978.0,41555.0,46223.0,45719.0,47139.0,48587.0,47460.0,50377.0,54733.0,56477.0,
"Lynn County, TX",36145.0,36530.0,34852.0,37678.0,41589.0,38922.0,39869.0,44567.0,43436.0,45737.0,51003.0,
"McCulloch County, TX",32469.0,35775.0,36483.0,38408.0,39649.0,39900.0,40125.0,40157.0,42719.0,43262.0,47617.0,
"McLennan County, TX",39620.0,40563.0,40855.0,41066.0,43488.0,46264.0,46662.0,47306.0,48858.0,51078.0,55148.0,
"McMullen County, TX",44541.0,46528.0,49866.0,56686.0,61571.0,60709.0,67249.0,68133.0,64633.0,68349.0,45927.0,
"Madison County, TX",35189.0,35218.0,36579.0,37460.0,39030.0,40857.0,42429.0,42058.0,45445.0,46274.0,58674.0,
"Marion County, TX",32173.0,31922.0,33330.0,36090.0,34452.0,35152.0,34919.0,36936.0,38011.0,37876.0,42024.0,
"Martin County, TX",44863.0,46680.0,47358.0,50004.0,61896.0,60815.0,58760.0,59907.0,56484.0,68745.0,73367.0,
"Mason County, TX",38802.0,39080.0,42128.0,42087.0,42820.0,45340.0,44818.0,47213.0,49560.0,54914.0,63120.0,
"Matagorda County, TX",39874.0,40778.0,40860.0,42036.0,41587.0,45073.0,46324.0,46801.0,48830.0,49276.0,52241.0,
"Maverick County, TX",27710.0,28502.0,31313.0,32073.0,32248.0,34687.0,35654.0,33507.0,35594.0,40017.0,41324.0,
"Medina County, TX",47099.0,47191.0,51345.0,53714.0,53440.0,52831.0,51304.0,56173.0,59304.0,60695.0,62600.0,
"Menard County, TX",30277.0,30349.0,31608.0,31390.0,32580.0,34308.0,34839.0,34033.0,35881.0,38425.0,41477.0,
"Midland County, TX",53482.0,54996.0,61268.0,71151.0,74811.0,79829.0,68729.0,76307.0,80189.0,85811.0,92117.0,
"Milam County, TX",36799.0,38244.0,38715.0,40120.0,41849.0,46433.0,42302.0,44855.0,46720.0,48989.0,49961.0,
"Mills County, TX",36108.0,39185.0,39396.0,40318.0,38564.0,40958.0,43540.0,42463.0,47068.0,46876.0,49089.0,
"Mitchell County, TX",34877.0,36724.0,37395.0,47677.0,41363.0,41977.0,41262.0,41512.0,48529.0,44457.0,46156.0,
"Montague County, TX",42415.0,44768.0,45996.0,41516.0,48996.0,49653.0,46237.0,47590.0,50542.0,53649.0,56012.0,
"Montgomery County, TX",65483.0,61996.0,65874.0,69317.0,70929.0,72428.0,72506.0,77149.0,77598.0,88833.0,85348.0,
"Moore County, TX",44680.0,45795.0,47445.0,46991.0,42839.0,49345.0,52344.0,51444.0,53785.0,55099.0,53341.0,
"Morris County, TX",34451.0,35972.0,35294.0,36366.0,37954.0,37236.0,38255.0,39627.0,41418.0,43304.0,45122.0,
"Motley County, TX",35672.0,34852.0,36772.0,37159.0,37936.0,40575.0,37464.0,36782.0,41009.0,40217.0,46712.0,
"Nacogdoches County, TX",35854.0,38046.0,35183.0,36775.0,38895.0,39556.0,38099.0,42367.0,45357.0,46207.0,49375.0,
"Navarro County, TX",37864.0,38057.0,40624.0,38423.0,43091.0,41047.0,44111.0,41944.0,46259.0,48649.0,50778.0,
"Newton County, TX",36429.0,36492.0,35830.0,38544.0,39135.0,40345.0,41388.0,41736.0,43367.0,45890.0,45769.0,
"Nolan County, TX",33981.0,34920.0,34941.0,35846.0,38742.0,40052.0,40969.0,42662.0,42522.0,46389.0,41720.0,
"Nueces County, TX",41899.0,43470.0,48066.0,48324.0,51222.0,50188.0,53562.0,51910.0,53034.0,56079.0,55727.0,
"Ochiltree County, TX",50979.0,52866.0,55700.0,60650.0,61773.0,67136.0,61194.0,58962.0,49845.0,62567.0,71477.0,
"Oldham County, TX",43739.0,46597.0,49048.0,52431.0,54458.0,53797.0,54212.0,55451.0,56590.0,59404.0,61013.0,
"Orange County, TX",45264.0,44758.0,49238.0,51340.0,48834.0,51156.0,53611.0,57257.0,56556.0,62976.0,61323.0,
"Palo Pinto County, TX",39595.0,34574.0,40817.0,39660.0,40862.0,42932.0,43589.0,45869.0,46067.0,50159.0,59450.0,
"Panola County, TX",48621.0,45212.0,50916.0,49792.0,48822.0,50057.0,47780.0,48971.0,51192.0,56882.0,51936.0,
"Parker County, TX",57092.0,63584.0,63720.0,61199.0,67655.0,67545.0,67735.0,74076.0,73718.0,82501.0,88617.0,
"Parmer County, TX",38619.0,39195.0,44256.0,41784.0,41813.0,46827.0,48344.0,48189.0,50539.0,50607.0,61989.0,
"Pecos County, TX",39118.0,42984.0,42378.0,43766.0,44817.0,45839.0,45414.0,44352.0,47008.0,52763.0,52792.0,
"Polk County, TX",38747.0,37665.0,40254.0,39833.0,41401.0,42746.0,43014.0,44596.0,46017.0,50416.0,47535.0,
"Potter County, TX",35323.0,35690.0,35754.0,37366.0,38224.0,40353.0,41563.0,43778.0,41912.0,41138.0,45903.0,
"Presidio County, TX",30357.0,31297.0,32861.0,32766.0,34258.0,33218.0,32742.0,29761.0,37738.0,33499.0,39967.0,
"Rains County, TX",40966.0,40595.0,41349.0,42183.0,47834.0,46698.0,47354.0,43403.0,47572.0,65657.0,59195.0,
"Randall County, TX",57862.0,57402.0,56716.0,60439.0,64636.0,62080.0,65795.0,63077.0,69600.0,70694.0,71041.0,
"Reagan County, TX",48667.0,47493.0,56680.0,61724.0,62376.0,65948.0,67308.0,58168.0,65273.0,67384.0,66711.0,
"Real County, TX",31490.0,30499.0,33598.0,34556.0,37294.0,34031.0,36744.0,36146.0,39506.0,40834.0,43076.0,
"Red River County, TX",32128.0,32615.0,33153.0,31409.0,34340.0,36347.0,36352.0,35643.0,42233.0,41325.0,46727.0,
"Reeves County, TX",32623.0,32839.0,34431.0,37053.0,39006.0,44470.0,40092.0,40694.0,45341.0,48990.0,64863.0,
"Refugio County, TX",39582.0,38470.0,40970.0,45214.0,43654.0,45562.0,45366.0,42898.0,44821.0,46883.0,48433.0,
"Roberts County, TX",58372.0,59699.0,60857.0,70127.0,69424.0,71859.0,75816.0,67688.0,67470.0,70705.0,69927.0,
"Robertson County, TX",36935.0,38073.0,39771.0,40631.0,43194.0,53635.0,42680.0,44355.0,44917.0,47016.0,55218.0,
"Rockwall County, TX",81113.0,84763.0,85164.0,92466.0,84692.0,92150.0,97484.0,98442.0,102858.0,105763.0,106225.0,
"Runnels County, TX",32628.0,34515.0,35593.0,36769.0,38607.0,39404.0,40112.0,41830.0,42205.0,48650.0,50972.0,
"Rusk County, TX",43318.0,41840.0,44478.0,44349.0,46427.0,49347.0,46421.0,49872.0,49788.0,56036.0,56954.0,
"Sabine County, TX",34034.0,34605.0,35805.0,37576.0,35701.0,36813.0,38451.0,37770.0,40641.0,43778.0,51046.0,
"San Augustine County, TX",31729.0,32543.0,31714.0,32140.0,32826.0,33156.0,36426.0,39133.0,38826.0,40094.0,45781.0,
"San Jacinto County, TX",42770.0,41650.0,42160.0,42320.0,43087.0,42371.0,45794.0,44707.0,47028.0,42633.0,51575.0,
"San Patricio County, TX",44307.0,45965.0,48287.0,46781.0,51958.0,52952.0,51667.0,50752.0,53559.0,57302.0,56944.0,
"San Saba County, TX",34264.0,35978.0,37107.0,36030.0,38000.0,42559.0,39995.0,43112.0,43827.0,46061.0,48349.0,
"Schleicher County, TX",32831.0,41533.0,47322.0,50402.0,50361.0,53886.0,47258.0,45821.0,47317.0,53286.0,54471.0,
"Scurry County, TX",44063.0,45907.0,49340.0,53219.0,56444.0,57385.0,50316.0,51772.0,53059.0,56299.0,57158.0,
"Shackelford County, TX",42685.0,42976.0,48779.0,51116.0,55130.0,51685.0,55403.0,61155.0,57126.0,65095.0,64931.0,
"Shelby County, TX",34490.0,36677.0,37122.0,36565.0,35772.0,41519.0,37410.0,39745.0,41961.0,39708.0,41194.0,
"Sherman County, TX",41518.0,44699.0,46196.0,48054.0,49309.0,54010.0,55761.0,49349.0,57052.0,55473.0,66408.0,
"Smith County, TX",44249.0,44261.0,46305.0,47711.0,45363.0,49364.0,52520.0,54044.0,56848.0,59538.0,60735.0,
"Somervell County, TX",49582.0,52134.0,52988.0,56282.0,51733.0,58040.0,56944.0,62803.0,63929.0,67897.0,67984.0,
"Starr County, TX",24497.0,24537.0,23358.0,25408.0,26699.0,28292.0,26691.0,28377.0,30490.0,32516.0,35716.0,
"Stephens County, TX",38002.0,37167.0,40805.0,43779.0,44110.0,45410.0,42831.0,41977.0,43115.0,46658.0,48911.0,
"Sterling County, TX",49064.0,50943.0,51059.0,57266.0,59854.0,62759.0,60577.0,55690.0,59064.0,66790.0,68435.0,
"Stonewall County, TX",36687.0,37513.0,39054.0,42158.0,42780.0,45928.0,44225.0,43702.0,46915.0,48267.0,59802.0,
"Sutton County, TX",51386.0,53501.0,60695.0,59098.0,60435.0,60310.0,54760.0,57986.0,54774.0,63427.0,64612.0,
"Swisher County, TX",33786.0,35736.0,37076.0,35601.0,37527.0,40584.0,38790.0,41264.0,43084.0,44388.0,39897.0,
"Tarrant County, TX",52482.0,52882.0,56030.0,56906.0,58127.0,60735.0,61553.0,65021.0,66059.0,70130.0,72064.0,
"Taylor County, TX",41558.0,40718.0,43181.0,44081.0,45559.0,47388.0,48215.0,50338.0,48040.0,54465.0,52974.0,
"Terrell County, TX",35683.0,39260.0,37395.0,36712.0,39503.0,43815.0,41114.0,39033.0,41413.0,45677.0,42849.0,
"Terry County, TX",34495.0,31984.0,34928.0,37489.0,38752.0,43357.0,38910.0,40899.0,41268.0,42953.0,47292.0,
"Throckmorton County, TX",37273.0,39860.0,41149.0,41582.0,43618.0,43225.0,42876.0,38162.0,42701.0,42746.0,46820.0,
"Titus County, TX",37818.0,38221.0,39312.0,40501.0,40680.0,41538.0,45324.0,47097.0,45604.0,49924.0,52973.0,
"Tom Green County, TX",39004.0,41626.0,43393.0,45405.0,45261.0,47756.0,48221.0,49462.0,51393.0,54774.0,55990.0,
"Travis County, TX",51905.0,53303.0,57293.0,60372.0,61779.0,65244.0,70068.0,72785.0,76255.0,80690.0,82605.0,
"Trinity County, TX",34045.0,32745.0,33771.0,33447.0,36645.0,37213.0,38973.0,34741.0,40486.0,43788.0,47685.0,
"Tyler County, TX",37914.0,36384.0,39255.0,40986.0,40442.0,40820.0,43617.0,43394.0,44041.0,48254.0,48809.0,
"Upshur County, TX",42508.0,44434.0,43356.0,46489.0,46346.0,45494.0,49015.0,47517.0,48554.0,53078.0,58231.0,
"Upton County, TX",47407.0,47854.0,49846.0,54549.0,55918.0,57085.0,56335.0,56448.0,53867.0,58908.0,59593.0,
"Uvalde County, TX",31941.0,32749.0,32920.0,35813.0,37933.0,37700.0,36913.0,39610.0,39725.0,44690.0,49275.0,
"Val Verde County, TX",36647.0,38574.0,39864.0,38645.0,41437.0,42465.0,42104.0,41441.0,44276.0,45034.0,54346.0,
"Van Zandt County, TX",41476.0,41452.0,42563.0,43220.0,43377.0,47252.0,49751.0,50308.0,51152.0,55554.0,57891.0,
"Victoria County, TX",46566.0,45687.0,49012.0,51544.0,51003.0,55406.0,53659.0,52161.0,51646.0,57344.0,53583.0,
"Walker County, TX",37160.0,38138.0,38024.0,40092.0,39984.0,41429.0,42709.0,42304.0,43681.0,47519.0,43002.0,
"Waller County, TX",46313.0,47180.0,47015.0,49326.0,50589.0,50746.0,56407.0,55224.0,59807.0,61822.0,69460.0,
"Ward County, TX",41625.0,43871.0,46047.0,51026.0,53244.0,57570.0,63809.0,53242.0,53621.0,61396.0,57257.0,
"Washington County, TX",44245.0,44897.0,45657.0,49472.0,55139.0,51879.0,53157.0,51276.0,54332.0,59039.0,62667.0,
"Webb County, TX",34878.0,35295.0,35974.0,38652.0,37935.0,39237.0,36718.0,41979.0,44919.0,52576.0,56588.0,
"Wharton County, TX",36097.0,41911.0,40716.0,42862.0,44110.0,45198.0,46097.0,46194.0,48040.0,49901.0,55887.0,
"Wheeler County, TX",41228.0,45848.0,47012.0,51922.0,52548.0,51114.0,47476.0,45356.0,48018.0,58544.0,49838.0,
"Wichita County, TX",39299.0,42738.0,43791.0,43473.0,43379.0,45430.0,45071.0,44593.0,47477.0,51535.0,54659.0,
"Wilbarger County, TX",38913.0,35785.0,37304.0,37840.0,39377.0,43073.0,40955.0,40353.0,44735.0,42570.0,51774.0,
"Willacy County, TX",28307.0,28487.0,29225.0,28945.0,29782.0,30287.0,31225.0,30392.0,33171.0,35821.0,40190.0,
"Williamson County, TX",66152.0,70276.0,71272.0,71252.0,73098.0,78531.0,82370.0,82131.0,87817.0,92661.0,91507.0,
"Wilson County, TX",55992.0,56873.0,61103.0,60844.0,62752.0,68805.0,66045.0,70829.0,71207.0,76905.0,74529.0,
"Winkler County, TX",45237.0,47674.0,48727.0,54294.0,55493.0,55331.0,53312.0,51965.0,56781.0,64894.0,77960.0,
"Wise County, TX",52117.0,55118.0,53927.0,58392.0,59904.0,58367.0,57609.0,60675.0,66387.0,70468.0,71636.0,
"Wood County, TX",40149.0,39514.0,45466.0,45763.0,42753.0,45753.0,47260.0,49739.0,48384.0,56945.0,61886.0,
"Yoakum County, TX",48953.0,48521.0,55063.0,57995.0,60738.0,59752.0,57114.0,58363.0,61560.0,62636.0,67132.0,
"Young County, TX",40490.0,40133.0,43248.0,44372.0,41872.0,49079.0,52133.0,44909.0,49301.0,52643.0,54569.0,
"Zapata County, TX",29915.0,30104.0,33462.0,34506.0,33291.0,35754.0,34136.0,32172.0,33160.0,36069.0,39876.0,
"Zavala County, TX",22948.0,22982.0,25157.0,25291.0,26336.0,27711.0,25507.0,28867.0,30076.0,32538.0,34898.0,
"Beaver County, UT",44077.0,44126.0,46309.0,46138.0,50818.0,50492.0,49843.0,51187.0,55940.0,58309.0,61858.0,
"Box Elder County, UT",55534.0,51558.0,53830.0,60372.0,56313.0,58380.0,57875.0,63624.0,62689.0,69380.0,73926.0,
"Cache County, UT",47367.0,47589.0,47609.0,49556.0,51735.0,51951.0,57422.0,55036.0,60315.0,63180.0,65391.0,
"Carbon County, UT",45244.0,47585.0,47214.0,44594.0,47340.0,47894.0,49743.0,47627.0,51394.0,52110.0,51902.0,
"Daggett County, UT",41248.0,48751.0,50911.0,53080.0,53006.0,57368.0,54784.0,55521.0,58910.0,63433.0,63461.0,
"Davis County, UT",64840.0,68974.0,69019.0,70456.0,70797.0,72268.0,77095.0,80433.0,84381.0,87610.0,92253.0,
"Duchesne County, UT",53196.0,54973.0,57945.0,61386.0,61976.0,63149.0,56408.0,60569.0,60767.0,59437.0,61709.0,
"Emery County, UT",51205.0,48745.0,51819.0,52070.0,49709.0,54086.0,54569.0,52877.0,54213.0,61893.0,64144.0,
"Garfield County, UT",42668.0,40762.0,41786.0,43798.0,45666.0,45509.0,47901.0,50945.0,51028.0,54625.0,47638.0,
"Grand County, UT",39726.0,41410.0,42702.0,42368.0,43344.0,44858.0,55916.0,48920.0,50750.0,53535.0,58852.0,
"Iron County, UT",39980.0,41094.0,41804.0,43439.0,43615.0,45118.0,45581.0,48168.0,51393.0,58307.0,52942.0,
"Juab County, UT",51917.0,51762.0,51823.0,51942.0,55204.0,55201.0,57820.0,60078.0,65379.0,66056.0,70086.0,
"Kane County, UT",43939.0,42515.0,43128.0,46350.0,48456.0,47530.0,48697.0,49982.0,52355.0,55887.0,58352.0,
"Millard County, UT",45810.0,47316.0,48472.0,51424.0,52623.0,52206.0,55656.0,56215.0,58644.0,59069.0,60316.0,
"Morgan County, UT",71484.0,74509.0,75348.0,83496.0,82597.0,81358.0,85681.0,96201.0,98875.0,101943.0,103746.0,
"Piute County, UT",35233.0,34079.0,36403.0,37897.0,37730.0,39507.0,39659.0,41334.0,40387.0,42196.0,47206.0,
"Rich County, UT",51902.0,50980.0,53643.0,54640.0,56772.0,58645.0,60008.0,58807.0,60695.0,64583.0,75531.0,
"Salt Lake County, UT",56664.0,56166.0,58743.0,61716.0,62536.0,65549.0,68404.0,71396.0,73619.0,79941.0,79294.0,
